Unnamed: 0,State,Crop,District,Year,Season,Area,Production,Yield,Annual_Rainfall,Fertilizer,Pesticide,Max_Temp,Min_Temp,Avg_temp,Rainfall,Humidity,Soil
10061,Odisha,Moong(Green Gram),Khordha,2004,rabi,3684,574.7,0.16,1290.4,8936533.24,17322.06,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10063,Odisha,Moong(Green Gram),Khordha,2005,zaid,11405,1802.0,0.16,1503.4,15861338.72,27775.86,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10064,Odisha,Moong(Green Gram),Khordha,2005,rabi,3870,522.5,0.14,1503.4,12580687.28,22030.89,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10066,Odisha,Moong(Green Gram),Khordha,2006,zaid,14731,2180.2,0.15,1716.9,16235133.75,27967.5,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10067,Odisha,Moong(Green Gram),Khordha,2006,rabi,1658,270.3,0.16,1716.9,10904518.35,18784.7,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10069,Odisha,Moong(Green Gram),Khordha,2007,zaid,11300,1819.3,0.16,1633.8,19761609.2,23702.08,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10070,Odisha,Moong(Green Gram),Khordha,2007,rabi,1536,233.5,0.15,1633.8,11482938.6,13772.64,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10072,Odisha,Moong(Green Gram),Khordha,2008,zaid,11067,1748.6,0.16,1539.0,17917190.4,11273.4,33.41666667,19.25,26.33333333,1447.4,59.70833333,ALLUVIAL SOIL & LITERITE SOIL & RED SOIL
10073,Odisha,Moong(Green Gram),Khordha,2008,rabi,2077,288.7,0.14,1539.0,12238073.28,7700.13,33.41666667,19.25,26.33333333,1447.4,59.70833333,ALLUVIAL SOIL & LITERITE SOIL & RED SOIL
10075,Odisha,Moong(Green Gram),Khordha,2009,zaid,15008,2686.4,0.18,1330.3,23012744.16,25106.96,33.25,19.58333333,26.41666667,1396.4,69.41666667,ALLUVIAL SOIL & LITERITE SOIL & RED SOIL
10076,Odisha,Moong(Green Gram),Khordha,2009,rabi,2618,442.4,0.17,1330.3,18805915.8,20517.3,33.25,19.58333333,26.41666667,1396.4,69.41666667,ALLUVIAL SOIL & LITERITE SOIL & RED SOIL
10078,Odisha,Moong(Green Gram),Khordha,2010,zaid,12631,2816.7,0.22,1291.9,30603109.74,44216.16,33.33333333,20.33333333,26.83333333,1489.6,71.83333333,ALLUVIAL SOIL & LITERITE SOIL & RED SOIL
10079,Odisha,Moong(Green Gram),Khordha,2010,rabi,654,140.0,0.21,1291.9,13039967.22,18840.48,33.33333333,20.33333333,26.83333333,1489.6,71.83333333,ALLUVIAL SOIL & LITERITE SOIL & RED SOIL
10081,Odisha,Moong(Green Gram),Khordha,2011,zaid,9031,2041.0,0.23,1346.2,24649060.32,48556.53,32.57083333,17.48892544,25.02987939,1174.6,68.43229167,ALLUVIAL SOIL & LITERITE SOIL & RED SOIL
10082,Odisha,Moong(Green Gram),Khordha,2011,rabi,135,29.6,0.22,1346.2,7012554.72,13814.13,32.57083333,17.48892544,25.02987939,1174.6,68.43229167,ALLUVIAL SOIL & LITERITE SOIL & RED SOIL
10084,Odisha,Moong(Green Gram),Khordha,2012,zaid,14008,3109.8,0.22,1430.2,24020178.0,49378.35,32.5,18.91666667,25.70833333,1330.6,69.54166667,ALLUVIAL SOIL & LITERITE SOIL & RED SOIL
10085,Odisha,Moong(Green Gram),Khordha,2012,rabi,18,5.2,0.29,1430.2,14993440.8,30822.06,32.5,18.91666667,25.70833333,1330.6,69.54166667,ALLUVIAL SOIL & LITERITE SOIL & RED SOIL
10087,Odisha,Moong(Green Gram),Khordha,2013,zaid,12047,3614.1,0.3,1632.4,19829374.13,37053.99,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10088,Odisha,Moong(Green Gram),Khordha,2013,rabi,678,164.1,0.24,1632.4,13093394.82,24466.86,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10090,Odisha,Moong(Green Gram),Khordha,2014,zaid,17889,4078.7,0.23,1536.9,26507368.32,57945.36,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10091,Odisha,Moong(Green Gram),Khordha,2014,rabi,50,19.2,0.38,1536.9,14763586.08,32273.34,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10093,Odisha,Moong(Green Gram),Khordha,2015,zaid,15579,3333.9,0.21,1210.1,31588158.49,66012.87,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10094,Odisha,Moong(Green Gram),Khordha,2015,rabi,1144,298.6,0.26,1210.1,11109915.96,23217.48,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10096,Odisha,Moong(Green Gram),Khordha,2016,zaid,19584,8323.2,0.43,1460.5,24114807.0,55074.6,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10098,Odisha,Moong(Green Gram),Khordha,2017,zaid,8215,3499.6,0.43,1344.4,20058328.32,48413.14,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10100,Odisha,Moong(Green Gram),Khordha,2018,zaid,9046,3193.2,0.35,1635.9,23283485.6,50241.8,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10101,Odisha,Moong(Green Gram),Khordha,2018,rabi,259,68.1,0.26,1635.9,10134093.8,21867.65,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10103,Odisha,Moong(Green Gram),Khordha,2019,zaid,9817,4692.5,0.48,1593.9,29088930.08,62662.46,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10104,Odisha,Moong(Green Gram),Khordha,2019,rabi,2,0.8,0.4,1593.9,10325524.16,22242.92,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10106,Odisha,Moong(Green Gram),Khordha,2020,zaid,7601,1482.2,0.2,1442.2783071986437,10325524.16,22242.92,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10107,Odisha,Moong(Green Gram),Khordha,2020,rabi,3,0.6,0.2,1442.2783071986437,10325524.16,22242.92,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10109,Odisha,Moong(Green Gram),Khordha,2021,zaid,11268,4326.9,0.38,1442.2783071986437,10325524.16,22242.92,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10110,Odisha,Moong(Green Gram),Khordha,2021,rabi,4,0.9,0.23,1442.2783071986437,10325524.16,22242.92,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10112,Odisha,Moong(Green Gram),Khordha,2022,zaid,8244,2976.1,0.36,1442.2783071986437,10325524.16,22242.92,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10113,Odisha,Moong(Green Gram),Khordha,2022,rabi,909,668.1,0.73,1442.2783071986437,10325524.16,22242.92,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10115,Odisha,Moong(Green Gram),Koraput,1998,rabi,4,1.0,0.25,1357.1,2158286.0,6335.05,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10116,Odisha,Moong(Green Gram),Koraput,1998,zaid,94,14.0,0.15,1357.1,9160736.0,26888.8,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10117,Odisha,Moong(Green Gram),Koraput,1998,rabi,8,106.0,15.0,1357.1,10564980.4,31010.57,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10118,Odisha,Moong(Green Gram),Koraput,1999,kharif,360,90.0,0.25,1484.3,15813370.0,40230.0,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10119,Odisha,Moong(Green Gram),Koraput,1999,rabi,650,210.0,0.32,1484.3,46803330.0,119070.0,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10121,Odisha,Moong(Green Gram),Koraput,2000,kharif,197,42.1,0.21,1066.0,14474184.8,38334.4,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10123,Odisha,Moong(Green Gram),Koraput,2001,kharif,147,52.3,0.36,1672.5,21703748.43,55252.86,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10125,Odisha,Moong(Green Gram),Koraput,2002,kharif,51,14.4,0.28,1102.8,15933434.35,42076.25,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10127,Odisha,Moong(Green Gram),Koraput,2003,kharif,193,37.5,0.19,1648.2,25463693.78,61742.64,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10129,Odisha,Moong(Green Gram),Koraput,2004,rabi,139,24.9,0.18,1290.4,2031375.0,3937.5,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10130,Odisha,Moong(Green Gram),Koraput,2004,zaid,6,4.0,0.67,1290.4,12068534.3,23392.95,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10131,Odisha,Moong(Green Gram),Koraput,2004,rabi,3,1.5,0.5,1290.4,8936533.24,17322.06,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10133,Odisha,Moong(Green Gram),Koraput,2005,zaid,241,74.5,0.31,1503.4,15861338.72,27775.86,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10134,Odisha,Moong(Green Gram),Koraput,2005,rabi,64,16.3,0.25,1503.4,12580687.28,22030.89,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10136,Odisha,Moong(Green Gram),Koraput,2006,zaid,164,14.6,0.09,1716.9,16235133.75,27967.5,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10137,Odisha,Moong(Green Gram),Koraput,2006,rabi,68,11.4,0.17,1716.9,10904518.35,18784.7,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10139,Odisha,Moong(Green Gram),Koraput,2007,zaid,50,11.9,0.24,1633.8,19761609.2,23702.08,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10140,Odisha,Moong(Green Gram),Koraput,2007,rabi,17,3.7,0.22,1633.8,11482938.6,13772.64,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10142,Odisha,Moong(Green Gram),Koraput,2008,rabi,2,0.8,0.4,1539.0,12238073.28,7700.13,33.5,19.07502723,26.28751362,1298.8,76.54288499,RED SOIL
10144,Odisha,Moong(Green Gram),Koraput,2009,rabi,4,5.4,1.35,1330.3,3386124.42,3694.27,35.16666667,19.70833333,27.4375,1038.5,72.76666667,RED SOIL
10145,Odisha,Moong(Green Gram),Koraput,2009,zaid,77,15.2,0.2,1330.3,23012744.16,25106.96,35.16666667,19.70833333,27.4375,1038.5,72.76666667,RED SOIL
10146,Odisha,Moong(Green Gram),Koraput,2009,rabi,12,4.5,0.38,1330.3,18805915.8,20517.3,35.16666667,19.70833333,27.4375,1038.5,72.76666667,RED SOIL
10148,Odisha,Moong(Green Gram),Koraput,2010,zaid,71,22.6,0.32,1291.9,30603109.74,44216.16,34.83333333,20.83333333,27.83333333,1533.3,74.83333333,RED SOIL
10149,Odisha,Moong(Green Gram),Koraput,2010,rabi,46,21.5,0.47,1291.9,13039967.22,18840.48,34.83333333,20.83333333,27.83333333,1533.3,74.83333333,RED SOIL
10151,Odisha,Moong(Green Gram),Koraput,2011,zaid,96,46.2,0.48,1346.2,24649060.32,48556.53,32.36769866,20.00404698,26.18587282,1198.4,71.14613612,RED SOIL
10152,Odisha,Moong(Green Gram),Koraput,2011,rabi,28,9.4,0.34,1346.2,7012554.72,13814.13,32.36769866,20.00404698,26.18587282,1198.4,71.14613612,RED SOIL
10154,Odisha,Moong(Green Gram),Koraput,2012,zaid,466,322.5,0.69,1430.2,24020178.0,49378.35,32.68382676,20.90805921,26.79594298,1508.0,70.23368109,RED SOIL
10155,Odisha,Moong(Green Gram),Koraput,2012,rabi,40,18.6,0.47,1430.2,14993440.8,30822.06,32.68382676,20.90805921,26.79594298,1508.0,70.23368109,RED SOIL
10157,Odisha,Moong(Green Gram),Koraput,2013,zaid,582,590.1,1.01,1632.4,19829374.13,37053.99,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10158,Odisha,Moong(Green Gram),Koraput,2013,rabi,45,20.9,0.46,1632.4,13093394.82,24466.86,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10160,Odisha,Moong(Green Gram),Koraput,2014,zaid,87,50.3,0.58,1536.9,26507368.32,57945.36,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10161,Odisha,Moong(Green Gram),Koraput,2014,rabi,1,0.4,0.4,1536.9,14763586.08,32273.34,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10163,Odisha,Moong(Green Gram),Koraput,2015,zaid,145,69.7,0.48,1210.1,31588158.49,66012.87,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10165,Odisha,Moong(Green Gram),Koraput,2016,zaid,365,116.1,0.32,1460.5,24114807.0,55074.6,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10166,Odisha,Moong(Green Gram),Koraput,2016,rabi,64,35.3,0.55,1460.5,19624428.75,44819.25,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10168,Odisha,Moong(Green Gram),Koraput,2017,zaid,751,356.7,0.47,1344.4,20058328.32,48413.14,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10169,Odisha,Moong(Green Gram),Koraput,2017,rabi,34,12.0,0.35,1344.4,12966286.08,31295.66,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10171,Odisha,Moong(Green Gram),Koraput,2018,zaid,166,56.9,0.34,1635.9,23283485.6,50241.8,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10172,Odisha,Moong(Green Gram),Koraput,2018,rabi,158,49.5,0.31,1635.9,10134093.8,21867.65,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10174,Odisha,Moong(Green Gram),Koraput,2019,zaid,105,40.4,0.38,1593.9,29088930.08,62662.46,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10175,Odisha,Moong(Green Gram),Koraput,2019,rabi,67,23.2,0.35,1593.9,10325524.16,22242.92,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10177,Odisha,Moong(Green Gram),Koraput,2020,zaid,84,27.3,0.33,1442.2783071986437,10325524.16,22242.92,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10178,Odisha,Moong(Green Gram),Koraput,2020,rabi,176,50.0,0.28,1442.2783071986437,10325524.16,22242.92,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10180,Odisha,Moong(Green Gram),Koraput,2021,zaid,650,214.5,0.33,1442.2783071986437,10325524.16,22242.92,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10181,Odisha,Moong(Green Gram),Koraput,2021,rabi,234,79.6,0.34,1442.2783071986437,10325524.16,22242.92,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10183,Odisha,Moong(Green Gram),Koraput,2022,zaid,145,42.5,0.29,1442.2783071986437,10325524.16,22242.92,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10184,Odisha,Moong(Green Gram),Koraput,2022,rabi,220,63.4,0.29,1442.2783071986437,10325524.16,22242.92,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10186,Odisha,Moong(Green Gram),Malkangiri,1998,zaid,14,4.0,0.29,1357.1,9160736.0,26888.8,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10187,Odisha,Moong(Green Gram),Malkangiri,1998,rabi,131,25.0,0.19,1357.1,10564980.4,31010.57,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10189,Odisha,Moong(Green Gram),Malkangiri,1999,kharif,1130,260.0,0.23,1484.3,15813370.0,40230.0,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10190,Odisha,Moong(Green Gram),Malkangiri,1999,rabi,3910,600.0,0.15,1484.3,46803330.0,119070.0,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10192,Odisha,Moong(Green Gram),Malkangiri,2000,kharif,84,12.3,0.15,1066.0,14474184.8,38334.4,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10194,Odisha,Moong(Green Gram),Malkangiri,2001,kharif,20,4.8,0.24,1672.5,21703748.43,55252.86,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10196,Odisha,Moong(Green Gram),Malkangiri,2002,kharif,19,3.1,0.16,1102.8,15933434.35,42076.25,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10198,Odisha,Moong(Green Gram),Malkangiri,2003,kharif,54,8.3,0.15,1648.2,25463693.78,61742.64,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10200,Odisha,Moong(Green Gram),Malkangiri,2004,zaid,4,0.3,0.08,1290.4,12068534.3,23392.95,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10201,Odisha,Moong(Green Gram),Malkangiri,2004,rabi,12,1.7,0.14,1290.4,8936533.24,17322.06,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10203,Odisha,Moong(Green Gram),Malkangiri,2005,zaid,130,25.9,0.2,1503.4,15861338.72,27775.86,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10204,Odisha,Moong(Green Gram),Malkangiri,2005,rabi,82,15.8,0.19,1503.4,12580687.28,22030.89,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10206,Odisha,Moong(Green Gram),Malkangiri,2006,zaid,3,0.5,0.17,1716.9,16235133.75,27967.5,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10207,Odisha,Moong(Green Gram),Malkangiri,2006,rabi,250,50.5,0.2,1716.9,10904518.35,18784.7,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10209,Odisha,Moong(Green Gram),Malkangiri,2007,zaid,54,7.4,0.14,1633.8,19761609.2,23702.08,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10210,Odisha,Moong(Green Gram),Malkangiri,2007,rabi,178,29.7,0.17,1633.8,11482938.6,13772.64,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10212,Odisha,Moong(Green Gram),Malkangiri,2008,zaid,178,23.1,0.13,1539.0,17917190.4,11273.4,31.76807479,20.42114052,26.09460766,1349.8,71.01949318,BLACK SOIL &RED SOIL
10213,Odisha,Moong(Green Gram),Malkangiri,2008,rabi,225,31.7,0.14,1539.0,12238073.28,7700.13,31.76807479,20.42114052,26.09460766,1349.8,71.01949318,BLACK SOIL &RED SOIL
10215,Odisha,Moong(Green Gram),Malkangiri,2009,rabi,1,0.2,0.2,1330.3,3386124.42,3694.27,34.91666667,20.58333333,27.75,1101.3,59.0,BLACK SOIL &RED SOIL
10216,Odisha,Moong(Green Gram),Malkangiri,2009,zaid,1,0.2,0.2,1330.3,23012744.16,25106.96,34.91666667,20.58333333,27.75,1101.3,59.0,BLACK SOIL &RED SOIL
10217,Odisha,Moong(Green Gram),Malkangiri,2009,rabi,88,19.8,0.23,1330.3,18805915.8,20517.3,34.91666667,20.58333333,27.75,1101.3,59.0,BLACK SOIL &RED SOIL
10219,Odisha,Moong(Green Gram),Malkangiri,2010,zaid,192,26.9,0.14,1291.9,30603109.74,44216.16,33.91666667,21.08333333,27.5,1820.1,64.41666667,BLACK SOIL &RED SOIL
10220,Odisha,Moong(Green Gram),Malkangiri,2010,rabi,158,35.7,0.23,1291.9,13039967.22,18840.48,33.91666667,21.08333333,27.5,1820.1,64.41666667,BLACK SOIL &RED SOIL
10222,Odisha,Moong(Green Gram),Malkangiri,2011,zaid,252,75.3,0.3,1346.2,24649060.32,48556.53,33.55,18.91666667,26.23333333,1096.9,60.41666667,BLACK SOIL &RED SOIL
10223,Odisha,Moong(Green Gram),Malkangiri,2011,rabi,113,13.6,0.12,1346.2,7012554.72,13814.13,33.55,18.91666667,26.23333333,1096.9,60.41666667,BLACK SOIL &RED SOIL
10225,Odisha,Moong(Green Gram),Malkangiri,2012,zaid,6,1.2,0.2,1430.2,24020178.0,49378.35,32.68653235,20.88621254,26.78637244,1717.8,70.32337069,BLACK SOIL &RED SOIL
10226,Odisha,Moong(Green Gram),Malkangiri,2012,rabi,100,21.8,0.22,1430.2,14993440.8,30822.06,32.68653235,20.88621254,26.78637244,1717.8,70.32337069,BLACK SOIL &RED SOIL
10228,Odisha,Moong(Green Gram),Malkangiri,2013,zaid,15,3.7,0.25,1632.4,19829374.13,37053.99,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10229,Odisha,Moong(Green Gram),Malkangiri,2013,rabi,97,24.9,0.26,1632.4,13093394.82,24466.86,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10231,Odisha,Moong(Green Gram),Malkangiri,2014,zaid,12,1.8,0.15,1536.9,26507368.32,57945.36,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10232,Odisha,Moong(Green Gram),Malkangiri,2014,rabi,104,25.2,0.24,1536.9,14763586.08,32273.34,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10234,Odisha,Moong(Green Gram),Malkangiri,2015,zaid,35,8.3,0.24,1210.1,31588158.49,66012.87,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10235,Odisha,Moong(Green Gram),Malkangiri,2015,rabi,52,12.2,0.23,1210.1,11109915.96,23217.48,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10237,Odisha,Moong(Green Gram),Malkangiri,2016,zaid,24,20.6,0.86,1460.5,24114807.0,55074.6,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10238,Odisha,Moong(Green Gram),Malkangiri,2016,rabi,60,19.3,0.32,1460.5,19624428.75,44819.25,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10240,Odisha,Moong(Green Gram),Malkangiri,2017,zaid,154,60.1,0.39,1344.4,20058328.32,48413.14,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10241,Odisha,Moong(Green Gram),Malkangiri,2017,rabi,18,4.6,0.26,1344.4,12966286.08,31295.66,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10243,Odisha,Moong(Green Gram),Malkangiri,2018,zaid,23,7.4,0.32,1635.9,23283485.6,50241.8,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10244,Odisha,Moong(Green Gram),Malkangiri,2018,rabi,93,22.1,0.24,1635.9,10134093.8,21867.65,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10246,Odisha,Moong(Green Gram),Malkangiri,2019,zaid,33,24.0,0.73,1593.9,29088930.08,62662.46,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10247,Odisha,Moong(Green Gram),Malkangiri,2019,rabi,147,52.5,0.36,1593.9,10325524.16,22242.92,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
10249,Odisha,Moong(Green Gram),Malkangiri,2020,zaid,52,14.5,0.28,1442.2783071986437,10325524.16,22242.92,32.70204977070086,20.89242019864078,26.79608235283079,1377.1219666641532,72.6921460233902,BLACK SOIL &RED SOIL
